# G2 耦合逐轮探针　2026-09-23 10:07:21　树 /tmp/claude-0/-home-user-Pt-Optimize/edf845d6-9a14-5b5e-9737-df190eaf0db5/scratchpad/g2/wtM　args mode=long max=90
# 算例：R48LW08NavDesign.Build()，圆盘保温 20 mm，网格 判决 1.000/59.0，CoupleTolK 1E-12，FromMargin False，MaxRounds 90，AA 深度 4，ω0 0.35，κ 50
# 段解地板：电流 0.005 A　Picard 0.001 K　Bvp 0.0005 K
轮	秒	步长δ	真残差	剩余估计δ×amp	resK×amp	放大	ω	AA接受	AA丢弃	AA重启	AA深度	最热铂	管根	净流入	I0	TA0	TB0	I1	TA1	TB1	I2	TA2	TB2	Q0	Q1	Q2	Q3
24	221.9	0.00811101429962946	0.0007275291898167779	0.2910160628503125	0.02610310777516798	35.879120921240045	0.35	23	0	0	4	4.561814754767283	3.7912731596143203	0.35072822749793725	1213.6513621308345	1147.3926048571948	1112.414811906507	1077.8642430875175	1111.4218571901324	1063.8170350867706	1024.541327728349	1063.4544564099983	1046.2087268403857	1.1517480276135323	1.6870064065848815	0.6956176618028529	0.35072822749793725
25	228.6	0.009200903885584921	0.0005451929785067477	0.3301203510054015	0.019561045269943737	35.87912178091566	0.35	24	0	0	4	4.561865681991776	3.791410284195308	0.35070623562024394	1213.6513621308345	1147.3926605799943	1112.4056110026215	1077.8642430876039	1111.4127924645686	1063.8128116815165	1024.5413277289251	1063.4502874248965	1046.2085897158047	1.1517595073824058	1.6838673292983601	0.6943718042790087	0.35070623562024394
26	236.2	0.007875875241552421	0.0002869890636247874	0.2825794884852317	0.010296915620512404	35.87912197927759	0.35	25	0	0	4	4.561884809409321	3.7914419254336735	0.3507008736479292	1213.6513621308345	1147.392681496733	1112.4134506609953	1077.8642430875288	1111.4206683398102	1063.8159817361848	1024.5413277284422	1063.4534697887989	1046.2085580745663	1.1517637393451958	1.6865406458396226	0.6953069345101688	0.3507008736479292
27	243.9	0.003514872608548103	0.0004681767338752252	0.12611057095492034	0.016797773857642903	35.8791299144731	0.35	26	0	0	4	4.561884779672482	3.792707656261655	0.35118507913931807	1213.6513621308345	1147.3926814753947	1112.416957628017	1077.8642430874975	1111.4241832124187	1063.817172605013	1024.5387655216257	1063.454633867443	1046.2072923437383	1.151763804895194	1.6877405952923275	0.696248002332832	0.35118507913931807
28	248.5	0.003614201384152693	0.0005385856429711566	0.12967437600513554	0.019323980529652413	35.87912299899032	0.35	27	0	0	4	4.561876028705228	3.7916045782039873	0.35067507317094704	1213.6513621308345	1147.3926719007175	1112.4134001904918	1077.864243087533	1111.4205690110346	1063.8152765333734	1024.541327728465	1063.4527499879973	1046.208395421796	1.151761836498412	1.6865233741589327	0.695098907628432	0.35067507317094704
29	253.1	0.0004403759839988197	0.0004246464259267668	0.015800304313578158	0.01523594155700876	35.87912349375643	0.35	28	0	0	4	4.561872147943859	3.791683497549002	0.3506624220725174	1213.6513621308345	1147.3926676542872	1112.4131955228402	1077.8642430875302	1111.420373245181	1063.8148361573894	1024.541327728488	1063.452314144834	1046.208316502451	1.1517609587321125	1.686462449441513	0.6949690015274261	0.3506624220725174
30	257.7	0.00026749928338176687	0.0004101796532722801	0.009597639929594056	0.014716886597915334	35.87912389244271	0.35	29	0	0	4	4.561868081584862	3.7917470913805573	0.3506539458874549	1213.6513621308345	1147.392663205029	1112.4132679603908	1077.8642430875325	1111.4204465019911	1063.814568658106	1024.5413277284927	1063.452048030378	1046.2082529086194	1.1517600416175573	1.686478131176967	0.6948900922745075	0.3506539458874549
31	262.2	0.003067745188900517	0.00040108323310050764	0.11006801031799172	0.014390515091998983	35.8791240929108	0.35	30	0	0	4	4.56187114570389	3.7917790680514827	0.3506488230217434	1213.6513621308345	1147.3926665577421	1112.416322482583	1077.864243087502	1111.42351424718	1063.8157051941453	1024.5413277283067	1063.45319035397	1046.2082209319485	1.1517607352842982	1.687529831586907	0.6952253577927416	0.3506488230217434
32	267.1	0.0035418867691987543	0.0004685738990701793	0.12707979341985237	0.01681202087362146	35.87912367074353	0.35	31	0	0	4	4.561869925251585	3.7917117284273445	0.35065749859780615	1213.6513621308345	1147.3926652223515	1112.4127811988703	1077.8642430875366	1111.4199723604108	1063.8144770413187	1024.5413277285172	1063.4519598367247	1046.2082882715727	1.1517604578566287	1.6863115705296097	0.6948602523878683	0.35065749859780615
33	271.8	0.007882116778773707	0.0003984754744124075	0.2828034126778142	0.014296949308808912	35.87911986274993	0.35	32	0	0	4	4.561874887242084	3.7911043204874204	0.35075530312499054	1213.6513621308345	1147.392670651555	1112.4049628400487	1077.8642430876102	1111.412090243632	1063.8139448457646	1024.541327728932	1063.4513922333997	1046.2088956795126	1.1517615778810082	1.683636464907892	0.6947060749028746	0.35075530312499054
34	280.5	0.0010776192309549515	0.0003646476052381331	0.03866402956882964	0.013083235141076911	35.87911987666258	0.35	33	0	0	4	4.561869940143879	3.79110653953353	0.3507569606979555	1213.6513621308345	1147.392665245492	1112.4038852208178	1077.8642430876203	1111.4110402520441	1063.813404111315	1024.5413277289979	1063.450860769806	1046.2088934604665	1.1517606319896707	1.6832677319829052	0.6945465642303718	0.3507569606979555
35	289.6	0.0043522672929157125	0.00039063201461431163	0.15615552162366914	0.014015533031322008	35.87912026401668	0.35	34	0	0	4	4.5618643540249195	3.7911683253316824	0.3507467872203605	1213.6513621308345	1147.3926591343825	1112.3995329535248	1077.8642430876603	1111.4067118244336	1063.8110811614747	1024.5413277292816	1063.4485458838276	1046.2088316746683	1.1517593816222385	1.6817785687805606	0.6938585084436941	0.3507467872203605
36	298.5	0.004255522083440155	0.0006009815992911172	0.15268439016421922	0.021562691295800393	35.87912062737775	0.35	35	0	0	4	4.561863404112728	3.7912262840327458	0.350735455501801	1213.6513621308345	1147.3926580870111	1112.3952774314414	1077.864243087698	1111.4024721579426	1063.8086241685219	1024.5413277295636	1063.4460939597407	1046.2087737159673	1.1517589865683575	1.68032251447889	0.6931365385512339	0.350735455501801
37	306.1	0.0008624744384633232	0.0008370368523173966	0.0309448244792232	0.030032146255549334	35.87912070108166	0.35	36	0	0	4	4.561863346027394	3.791238040323151	0.3507358751632436	1213.6513621308345	1147.3926580318719	1112.394414957003	1077.8642430877062	1111.4016124584775	1063.808082907159	1024.541327729621	1063.4455535907946	1046.2087619596768	1.1517591233757856	1.680027415680852	0.6929768732803451	0.3507358751632436
38	314.8	0.001104501815916592	0.0008866039959229965	0.03962855325712218	0.03181057121327998	35.879120057612276	0.35	37	0	0	4	4.561878268848432	3.791135401582551	0.3507503159317011	1213.6513621308345	1147.3926743515212	1112.3955116931006	1077.8642430876962	1111.4027169602934	1063.8079573177854	1024.5413277295681	1063.4454296415906	1046.2088645984174	1.151762338145407	1.6804026719191376	0.692939826179065	0.3507503159317011
39	321.5	0.003282493544929821	0.0008310714499657479	0.11777298202885261	0.029818112846769093	35.8791206796937	0.35	38	0	0	4	4.561863645693393	3.7912346285261265	0.3507340088373988	1213.6513621308345	1147.3926583543043	1112.392232829417	1077.8642430877267	1111.3994344667485	1063.8071827029974	1024.5413277297537	1063.444654631382	1046.2087653714739	1.1517590645462634	1.6792807836101977	0.6927113245281736	0.3507340088373988
40	328.8	0.007529870892767576	0.0010060861450256198	0.27016514052737145	0.0360974854183171	35.87911989126725	0.35	39	0	0	4	4.56186723434098	3.7911088686985295	0.3507563884536542	1213.6513621308345	1147.3926622859753	1112.3997627003098	1077.8642430876557	1111.4069417099217	1063.8123729116983	1024.541327729233	1063.4498375894686	1046.2088911313015	1.151759996319632	1.68186639573392	0.694242372267797	0.3507563884536542
41	334.5	0.000898837069826186	0.0005855659437656868	0.032249483027298055	0.021009590724253336	35.8791199316405	0.35	40	0	0	4	4.5618680880998	3.7911153084719444	0.3507531417537405	1213.6513621308345	1147.3926632009598	1112.39886386324	1077.864243087664	1111.4060450657942	1063.8118398975714	1024.5413277292926	1063.449305215648	1046.208884691528	1.1517599714596864	1.68155421719737	0.6940851395094721	0.3507531417537405
42	339.0	0.0029902103740369057	0.0006320825730199431	0.10728611619055563	0.022678566350999494	35.87911978437658	0.35	41	0	0	4	4.561867929023265	3.791091819013218	0.35075903501154393	1213.6513621308345	1147.3926630380993	1112.401696180296	1077.8642430876398	1111.4088721629869	1063.8148301079455	1024.5413277290693	1063.452293938986	1046.2089081809868	1.1517600070113891	1.6825187295072719	0.6949672172714983	0.35075903501154393
43	343.6	0.0014337012851228792	0.00048680100485398725	0.05143994008901571	0.017465991545662557	35.87911974606824	0.35	42	0	0	4	4.561865168037684	3.791085708675382	0.3507582751162248	1213.6513621308345	1147.3926600057155	1112.4031298815812	1077.864243087624	1111.4103048671632	1063.8157563167247	1024.541327728972	1063.4532199555547	1046.2089142913246	1.151759310432114	1.6830092904097083	0.6952404381339379	0.3507582751162248
44	348.2	0.0053106254486010585	0.00041699986559251556	0.1905405687918037	0.014961588299742357	35.87912019703752	0.35	43	0	0	4	4.561864130351296	3.7911576414978754	0.35074675224356466	1213.6513621308345	1147.392658888642	1112.3990613609585	1077.8642430876612	1111.4062466455453	1063.810445691276	1024.5413277293198	1063.4479124380127	1046.2088423585021	1.1517593226147511	1.681617208219153	0.6936738656077409	0.35074675224356466
45	354.6	0.0021777767260573455	0.0006188886861764331	0.07813671317228951	0.02220518163259574	35.87912031448168	0.35	44	0	0	4	4.561863151236594	3.7911763749814327	0.35074374738716296	1213.6513621308345	1147.3926578181856	1112.4012391376846	1077.8642430876434	1111.4084218517364	1063.8093346569865	1024.5413277292407	1063.4468007327973	1046.2088236250186	1.1517591075082951	1.6823623449088811	0.693345384885768	0.35074374738716296
46	363.4	0.007494897170090553	0.0004990167813048174	0.2689103130768487	0.01790428285351092	35.8791197496309	0.35	45	0	0	4	4.561871275696376	3.79108627710616	0.3507581792235495	1213.6513621308345	1147.3926666999948	1112.4087340348547	1077.8642430875734	1111.4159082575036	1063.8084610787023	1024.5413277288878	1063.4459248524925	1046.2089137228938	1.1517607633793192	1.6849268013463605	0.6930855176246896	0.3507581792235495
47	372.0	0.00103685736735315	0.0001002174578843551	0.037201529760918346	0.0035957141834905733	35.87911985993309	0.35	46	0	0	4	4.561871340893504	3.7911038712918526	0.3507553710443214	1213.6513621308345	1147.3926667709775	1112.4097672414807	1077.864243087562	1111.416945114871	1063.8076494692152	1024.5413277288583	1063.4451145846606	1046.2088961287081	1.1517607761465973	1.68528490557755	0.6928490153440833	0.3507553710443214
48	383.4	0.0003572412163066474	4.2119221234315773E-05	0.012817500398443595	0.0015112005846760152	35.87911980302227	0.35	47	0	0	4	4.561871005555076	3.7910947935754393	0.3507568312273571	1213.6513621308345	1147.3926665014048	1112.4101231150494	1077.8642430875607	1111.4173023560872	1063.8080048572265	1024.5413277288292	1063.4454704593632	1046.2089052064246	1.1517609218699039	1.68540207897036	0.6929555206930086	0.3507568312273571
49	389.6	1.164331411018793E-05	2.1246967435217812E-05	0.00041775186185739167	0.000762322490047668	35.87911980248456	0.35	48	0	0	4	4.561870721860714	3.7910947077989476	0.3507565552441037	1213.6513621308345	1147.392666100888	1112.4101336483925	1077.8642430875616	1111.4173139994014	1063.808005181008	1024.5413277288287	1063.4454711582766	1046.208905292201	1.1517608080568866	1.6854056843257887	0.6929539461870583	0.3507565552441037
50	394.3	0.0003858827885778737	1.9804311023108312E-05	0.01384513479730956	0.0007105612476091147	35.87911979265569	0.35	49	0	0	4	4.561870992702779	3.7910931400265326	0.3507567995051643	1213.6513621308345	1147.3926663971197	1112.410519531181	1077.864243087558	1111.4176996178398	1063.8077777621384	1024.5413277288137	1063.4452436858924	1046.2089068599735	1.1517608688556744	1.6855377229038635	0.6928840475248809	0.3507567995051643
51	398.9	0.0003152436229356681	7.07284107193118E-06	0.011310663719244055	0.00025376731227516873	35.8791198182373	0.35	50	0	0	4	4.561870934999206	3.79109722048247	0.3507574346049123	1213.6513621308345	1147.3926663271404	1112.4102044198523	1077.8642430875602	1111.417384374217	1063.8076572057394	1024.5413277288337	1063.4451230642017	1046.2089027795175	1.1517606848992101	1.6854299186202635	0.6928512971131199	0.3507574346049123
52	403.7	0.00010678952685339027	1.6197495824599173E-05	0.0038315142292433425	0.0005811518934367401	35.87911981765375	0.35	51	0	0	4	4.56187083798909	3.7910971274218355	0.3507560568656247	1213.6513621308345	1147.392666228324	1112.4103108980178	1077.8642430875589	1111.4174911637438	1063.8076302055879	1024.5413277288305	1063.4450961789764	1046.2089028725782	1.1517608366299787	1.68547092070805	0.6928405190445635	0.3507560568656247
53	408.4	8.352604527317453E-05	1.0201249551755609E-05	0.0029968409856340047	0.00036601185488187077	35.87911981026688	0.35	52	0	0	4	4.561870734190734	3.7910959491568974	0.35075664360266534	1213.6513621308345	1147.3926661074656	1112.4103942902839	1077.8642430875589	1111.417574689789	1063.8076362844256	1024.5413277288264	1063.4451023102088	1046.208904050843	1.1517606403833276	1.6854948711895776	0.6928451255264821	0.35075664360266534
54	413.4	1.3625078736367868E-05	5.472608336276608E-06	0.0004888558323870699	0.00019635237016414457	35.87911980884358	0.35	53	0	0	4	4.561870700062627	3.7910957221399713	0.35075668228571244	1213.6513621308345	1147.3926660779352	1112.4103999495437	1077.8642430875589	1111.417580440072	1063.8076498787786	1024.5413277288264	1063.4451159352875	1046.20890427786	1.151760775928744	1.6854968007888032	0.6928491361121594	0.35075668228571244
55	418.1	4.7674854613433126E-05	5.12820611220377E-06	0.001710531820632845	0.00018399552151369885	35.879119810695265	0.35	54	0	0	4	4.5618708142146716	3.791096017482687	0.3507566272278652	1213.6513621308345	1147.3926661908363	1112.4103523061751	1077.864243087557	1111.4175327652174	1063.8076683509357	1024.5413277288264	1063.4451343924636	1046.2089039825173	1.1517606274504266	1.6854805028267292	0.692854584734589	0.3507566272278652
56	422.7	4.650055893762328E-05	7.726024932708242E-06	0.0016683991252125488	0.00027720297419202603	35.8791198069376	0.35	55	0	0	4	4.561870553330209	3.7910954180965746	0.35075633611764245	1213.6513621308345	1147.3926659095232	1112.4103568045014	1077.8642430875593	1111.4175374668062	1063.8077147839608	1024.5413277288237	1063.4451808930226	1046.2089045819034	1.151760599541258	1.6854820510396487	0.6928682833037897	0.35075633611764245
57	429.6	0.00017806024447963864	7.505370604121708E-06	0.006388644842516954	0.00026928609101558063	35.87911979558976	0.35	56	0	0	4	4.561814225639864	3.791093608049323	0.35075665873419665	1213.6513621308345	1147.3926653403073	1112.4105348184437	1077.8642430875561	1111.4177155270506	1063.807695125364	1024.5413277288183	1063.4451612645723	1046.2089063919507	1.151872360950342	1.6855429540783322	0.6928624878232228	0.35075665873419665
58	438.2	0.00016127250228237244	2.8349716103548417E-06	0.005786315430987335	0.00010171628605777665	35.87911980714517	0.35	57	0	0	4	4.561870655199982	3.7910954512021817	0.3507567255723768	1213.6513621308345	1147.3926660279135	1112.4103736327045	1077.8642430875589	1111.4175542545483	1063.8076874781696	1024.5413277288237	1063.4451535757948	1046.2089045487978	1.1517607941244103	1.6854923821703014	0.6928602270822983	0.3507567255723768
59	446.9	3.6694182199425995E-06	6.548941883011139E-06	0.00013165549593776682	0.000234970270434023	35.87911980766975	0.35	58	0	0	4	4.561870669052951	3.7910955348891093	0.35075671234691336	1213.6513621308345	1147.3926660366003	1112.4103699665154	1077.8642430875593	1111.4175505851301	1063.8076856563712	1024.5413277288255	1063.4451517528664	1046.208904465111	1.1517606307692576	1.685495655579275	0.6928596896245216	0.35075671234691336
60	454.7	2.8732440569001483E-06	6.695011052215705E-06	0.00010308946775447055	0.00024021110365676128	35.87911980776548	0.35	59	0	0	4	4.561870669607515	3.791095550153159	0.3507571292310478	1213.6513621308345	1147.3926660435973	1112.4103670932714	1077.8642430875589	1111.4175477119081	1063.8076868752823	1024.5413277288242	1063.4451529715134	1046.2089044498468	1.1517607961567773	1.6854855648971705	0.692860049274188	0.3507571292310478
61	460.4	1.418444935552543E-05	6.853285640318063E-06	0.0005089255578352621	0.0002458898565663823	35.8791198078489	0.35	60	0	0	4	4.561870622905872	3.7910955634640686	0.35075670704622347	1213.6513621308345	1147.3926659743652	1112.4103619577413	1077.8642430875602	1111.4175425948292	1063.8077010544998	1024.5413277288242	1063.4451671559627	1046.208904436536	1.15176054215759	1.685483807776491	0.6928614178065254	0.35075670704622347
62	468.8	1.1396568879717961E-05	7.187523806351237E-06	0.00040889886023403167	0.00025788202776998637	35.87911980786896	0.35	61	0	0	4	4.561870648891954	3.791095566666172	0.3507563130984268	1213.6513621308345	1147.3926660141515	1112.4103733543102	1077.864243087558	1111.4175539846115	1063.8076907634638	1024.541327728825	1063.445156863906	1046.2089044333338	1.1517606202315647	1.6854968157960657	0.692861200740231	0.3507563130984268
63	478.0	5.7767847465584055E-06	6.588503538296209E-06	0.00020726595203245538	0.00023638970781241625	35.87911980897969	0.35	62	0	0	4	4.561870609970583	3.7910957438398327	0.3507584265652456	1213.6513621308345	1147.3926659783785	1112.4103675775254	1077.8642430875566	1111.4175482118062	1063.807693294099	1024.5413277288255	1063.4451593952463	1046.2089042561602	1.1517607825586547	1.685485730405386	0.6928619426985619	0.3507584265652456
64	487.5	6.324025889625773E-06	6.948665259187692E-06	0.0002269004825591273	0.0002493119933360725	35.8791198074229	0.35	63	0	0	4	4.561870540049767	3.7910954955295892	0.3507563224542469	1213.6513621308345	1147.3926659067215	1112.4103702245864	1077.8642430875589	1111.4175508534586	1063.8076869714105	1024.5413277288264	1063.4451530712204	1046.2089045044704	1.1517606659744475	1.6854866412259097	0.6928600775537705	0.3507563224542469
65	496.5	1.949732904904522E-06	6.728933158228756E-06	6.99547004876456E-05	0.00024142819896058067	35.879119807475	0.35	64	0	0	4	4.561870524241158	3.7910955038232714	0.3507586237044669	1213.6513621308345	1147.3926658849107	1112.4103721715453	1077.8642430875589	1111.4175528031915	1063.8076857875096	1024.5413277288246	1063.4451518883063	1046.2089044961767	1.1517607650706692	1.685487427041154	0.6928613987635792	0.3507586237044669
